Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
A2A Jaw (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A2B Jaw (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A2C Jaw (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A3A Jaw (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A3B Jaw (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A3C Jaw (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A4A Jaw (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A4B Jaw (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A5A Jaw (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A5B Jaw (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A5C Jaw (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A1A Eyz (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A1B Eyz (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A1C Eyz (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A2A Eyz (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A2B Eyz (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A2C Eyz (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A3A Eyz (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A3B Eyz (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A3C Eyz (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A4A Eyz (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A4B Eyz (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A5A Eyz (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A5B Eyz (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A5C Eyz (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	eyz	40														0
A1A Hrn (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A1B Hrn (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A1C Hrn (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A2A Hrn (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A2B Hrn (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A2C Hrn (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A3A Hrn (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A3B Hrn (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A3C Hrn (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A4A Hrn (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A4B Hrn (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A5A Hrn (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A5B Hrn (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A5C Hrn (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrn	40														0
A1A Tal (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A1B Tal (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A1C Tal (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A2A Tal (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A2B Tal (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A2C Tal (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A3A Tal (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A3B Tal (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A3C Tal (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A4A Tal (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A4B Tal (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A5A Tal (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A5B Tal (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A5C Tal (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	tal	40														0
A1A Flg (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A1B Flg (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A1C Flg (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A2A Flg (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A2B Flg (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A2C Flg (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A3A Flg (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A3B Flg (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A3C Flg (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A4A Flg (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A4B Flg (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A5A Flg (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A5B Flg (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A5C Flg (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	flg	40														0
A1A Fng (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A1B Fng (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A1C Fng (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A2A Fng (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A2B Fng (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A2C Fng (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A3A Fng (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A3B Fng (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A3C Fng (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A4A Fng (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A4B Fng (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A5A Fng (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A5B Fng (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A5C Fng (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	fng	40														0
A1A Qll (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A1B Qll (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A1C Qll (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A2A Qll (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A2B Qll (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A2C Qll (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A3A Qll (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A3B Qll (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A3C Qll (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A4A Qll (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A4B Qll (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A5A Qll (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A5B Qll (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A5C Qll (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	qll	40														0
A1A Sol (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A1B Sol (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A1C Sol (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A2A Sol (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A2B Sol (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A2C Sol (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A3A Sol (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A3B Sol (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A3C Sol (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A4A Sol (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A4B Sol (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A5A Sol (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A5B Sol (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A5C Sol (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	sol	40														0
A1A Scz (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A1B Scz (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A1C Scz (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A2A Scz (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A2B Scz (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A2C Scz (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A3A Scz (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A3B Scz (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A3C Scz (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A4A Scz (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A4B Scz (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A5A Scz (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A5B Scz (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A5C Scz (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	scz	40														0
A1A Spe (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A1B Spe (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A1C Spe (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A2A Spe (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A2B Spe (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A2C Spe (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A3A Spe (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A3B Spe (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A3C Spe (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A4A Spe (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A4B Spe (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A5A Spe (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A5B Spe (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A5C Spe (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	spe	40														0
A1A None (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3																0
A1B None (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3																0
A1C None (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3																0
A2A None (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3																0
A2B None (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3																0
A2C None (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3																0
A3A None (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3																0
A3B None (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3																0
A3C None (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3																0
A4A None (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3																0
A4B None (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3																0
A5A None (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A5B None (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A5C None (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A1A Hrt (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A1B Hrt (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A1C Hrt (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A2A Hrt (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A2B Hrt (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A2C Hrt (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A3A Hrt (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A3B Hrt (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A3C Hrt (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A4A Hrt (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A4B Hrt (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A5A Hrt (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A5B Hrt (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A5C Hrt (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrt	40														0
A1A Brz (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A1B Brz (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A1C Brz (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A2A Brz (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A2B Brz (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A2C Brz (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A3A Brz (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A3B Brz (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A3C Brz (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A4A Brz (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A4B Brz (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A5A Brz (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A5B Brz (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A5C Brz (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	brz	40														0
A1A Jaw (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A1B Jaw (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A1C Jaw (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A2A Jaw (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A2B Jaw (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A2C Jaw (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A3A Jaw (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A3B Jaw (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A3C Jaw (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A4A Jaw (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A4B Jaw (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A5A Jaw (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A5B Jaw (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A5C Jaw (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	jaw	40														0
A1A Eyz (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A1B Eyz (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A1C Eyz (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A2A Eyz (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A2B Eyz (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A2C Eyz (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A3A Eyz (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A3B Eyz (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A3C Eyz (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A4A Eyz (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A4B Eyz (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A5A Eyz (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A5B Eyz (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A5C Eyz (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	eyz	40														0
A1A Hrn (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A1B Hrn (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A1C Hrn (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A2A Hrn (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A2B Hrn (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A2C Hrn (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A3A Hrn (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A3B Hrn (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A3C Hrn (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A4A Hrn (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A4B Hrn (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A5A Hrn (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A5B Hrn (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A5C Hrn (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	hrn	40														0
A1A Tal (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A1B Tal (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A1C Tal (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A2A Tal (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A2B Tal (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A2C Tal (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A3A Tal (H)			1						A3A (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A3B Tal (H)			1						A3B (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A3C Tal (H)			1						A3C (H)	3840	Act 3 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A4A Tal (H)			1						A4A (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A4B Tal (H)			1						A4B (H)	3840	Act 4 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A5A Tal (H)			1						A5A (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A5B Tal (H)			1						A5B (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A5C Tal (H)			1						A5C (H)	3840	Act 5 (H) Junk	768	Nothing	1792	Ore	3	tal	40														0
A1A Flg (H)			1						A1A (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A1B Flg (H)			1						A1B (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A1C Flg (H)			1						A1C (H)	3840	Act 1 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A2A Flg (H)			1						A2A (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A2B Flg (H)			1						A2B (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
A2C Flg (H)			1						A2C (H)	3840	Act 2 (H) Junk	768	Nothing	1792	Ore	3	flg	40														0
