name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
Super Mana Potion	Super Mana Potion		1	0	0	0	1	1	0	1	500		mp5	mp5	mp5		16	1	1	0	0	0	flpbpl	invmp5			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	3	manapot			128	manarecovery	"max(stat('maxmana'.accr)/25600*25,320)"					2	ItemStats1q	320	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	1	1		0
Chipped Amethyst	Chipped Amethyst		1	0	0	1	2	1	0	1	2000		gcv	gcv	gcv		16	1	1	0	0	0	flpgsv	invgsva			0	xxx			0	0	gema	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfv	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Amethyst	Flawed Amethyst		1	0	0	7	3	1	0	1	6000		gfv	gfv	gfv		16	1	1	0	0	0	flpgsv	invgsvb			0	xxx			0	0	gema	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsv	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Amethyst	Amethyst		1	0	0	14	4	1	0	1	18000		gsv	gsv	gsv		16	1	1	0	0	0	flpgsv	invgsvc			0	xxx			0	0	gema	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gzv	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Amethyst	Flawless Amethyst		1	0	0	21	5	1	0	1	54000		gzv	gzv	gzv		16	1	1	0	0	0	flpgsv	invgsvd			0	xxx			0	0	gema	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpv	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Amethyst	Blemished Amethyst		1	0	0	28	6	1	0	1	162000		gpv	gpv	gpv		16	1	1	0	0	0	flpgsv	invgsvf			0	xxx			0	0	gema	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gvb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Amethyst	Perfect Amethyst		1	0	0	35	6	1	0	1	486000		gvb	gpv	gvb		16	1	1	0	0	0	flpgsv	invgsve			0	xxx			0	0	gema	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Topaz	Chipped Topaz		1	0	0	1	3	1	0	1	2000		gcy	gcy	gcy		16	1	1	0	0	0	flpgsy	invgsya			0	xxx			0	0	gemt	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfy	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Topaz	Flawed Topaz		1	0	0	7	4	1	0	1	6000		gfy	gfy	gfy		16	1	1	0	0	0	flpgsy	invgsyb			0	xxx			0	0	gemt	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsy	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Topaz	Topaz		1	0	0	14	5	1	0	1	18000		gsy	gsy	gsy		16	1	1	0	0	0	flpgsy	invgsyc			0	xxx			0	0	gemt	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gly	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Topaz	Flawless Topaz		1	0	0	21	6	1	0	1	54000		gly	gly	gly		16	1	1	0	0	0	flpgsy	invgsyd			0	xxx			0	0	gemt	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpy	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Topaz	Blemished Topaz		1	0	0	28	7	1	0	1	162000		gpy	gpy	gpy		16	1	1	0	0	0	flpgsy	invgsyf			0	xxx			0	0	gemt	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gyb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Topaz	Perfect Topaz		1	0	0	35	7	1	0	1	486000		gyb	gpy	gyb		16	1	1	0	0	0	flpgsy	invgsye			0	xxx			0	0	gemt	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Saphire	Chipped Saphire		1	0	0	1	4	1	0	1	2000		gcb	gcb	gcb		16	1	1	0	0	0	flpgsb	invgsba			0	xxx			0	0	gems	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Saphire	Flawed Saphire		1	0	0	7	5	1	0	1	6000		gfb	gfb	gfb		16	1	1	0	0	0	flpgsb	invgsbb			0	xxx			0	0	gems	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Saphire	Saphire		1	0	0	14	6	1	0	1	18000		gsb	gsb	gsb		16	1	1	0	0	0	flpgsb	invgsbc			0	xxx			0	0	gems	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Saphire	Flawless Saphire		1	0	0	21	7	1	0	1	54000		glb	glb	glb		16	1	1	0	0	0	flpgsb	invgsbd			0	xxx			0	0	gems	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Saphire	Blemished Saphire		1	0	0	28	8	1	0	1	162000		gpb	gpb	gpb		16	1	1	0	0	0	flpgsb	invgsbf			0	xxx			0	0	gems	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gbb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Saphire	Perfect Saphire		1	0	0	35	11	1	0	1	486000		gbb	gpb	gbb		16	1	1	0	0	0	flpgsb	invgsbe			0	xxx			0	0	gems	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Emerald	Chipped Emerald		1	0	0	1	5	1	0	1	2000		gcg	gcg	gcg		16	1	1	0	0	0	flpgsg	invgsga			0	xxx			0	0	geme	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfg	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Emerald	Flawed Emerald		1	0	0	7	6	1	0	1	6000		gfg	gfg	gfg		16	1	1	0	0	0	flpgsg	invgsgb			0	xxx			0	0	geme	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsg	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Emerald	Emerald		1	0	0	14	7	1	0	1	18000		gsg	gsg	gsg		16	1	1	0	0	0	flpgsg	invgsgc			0	xxx			0	0	geme	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glg	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Emerald	Flawless Emerald		1	0	0	21	8	1	0	1	54000		glg	glg	glg		16	1	1	0	0	0	flpgsg	invgsgd			0	xxx			0	0	geme	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpg	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Emerald	Blemished Emerald		1	0	0	28	9	1	0	1	162000		gpg	gpg	gpg		16	1	1	0	0	0	flpgsg	invgsgf			0	xxx			0	0	geme	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	ggb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Emerald	Perfect Emerald		1	0	0	35	9	1	0	1	486000		ggb	gpg	ggb		16	1	1	0	0	0	flpgsg	invgsge			0	xxx			0	0	geme	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Ruby	Chipped Ruby		1	0	0	1	6	1	0	1	2000		gcr	gcr	gcr		16	1	1	0	0	0	flpgsr	invgsra			0	xxx			0	0	gemr	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfr	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Ruby	Flawed Ruby		1	0	0	7	7	1	0	1	6000		gfr	gfr	gfr		16	1	1	0	0	0	flpgsr	invgsrb			0	xxx			0	0	gemr	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsr	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Ruby	Ruby		1	0	0	14	8	1	0	1	18000		gsr	gsr	gsr		16	1	1	0	0	0	flpgsr	invgsrc			0	xxx			0	0	gemr	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glr	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Ruby	Flawless Ruby		1	0	0	21	9	1	0	1	54000		glr	glr	glr		16	1	1	0	0	0	flpgsr	invgsrd			0	xxx			0	0	gemr	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpr	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Ruby	Blemished Ruby		1	0	0	28	10	1	0	1	162000		gpr	gpr	gpr		16	1	1	0	0	0	flpgsr	invgsrf			0	xxx			0	0	gemr	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	grb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Ruby	Perfect Ruby		1	0	0	35	8	1	0	1	486000		grb	gpr	grb		16	1	1	0	0	0	flpgsr	invgsre			0	xxx			0	0	gemr	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Diamond	Chipped Diamond		1	0	0	1	7	1	0	1	2000		gcw	gcw	gcw		16	1	1	0	0	0	flpgsw	invgswa			0	xxx			0	0	gemd	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfw	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Diamond	Flawed Diamond		1	0	0	7	8	1	0	1	6000		gfw	gfw	gfw		16	1	1	0	0	0	flpgsw	invgswb			0	xxx			0	0	gemd	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsw	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Diamond	Diamond		1	0	0	14	9	1	0	1	18000		gsw	gsw	gsw		16	1	1	0	0	0	flpgsw	invgswc			0	xxx			0	0	gemd	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	glw	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Diamond	Flawless Diamond		1	0	0	21	10	1	0	1	54000		glw	glw	glw		16	1	1	0	0	0	flpgsw	invgswd			0	xxx			0	0	gemd	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpw	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Diamond	Blemished Diamond		1	0	0	28	11	1	0	1	162000		gpw	gpw	gpw		16	1	1	0	0	0	flpgsw	invgswf			0	xxx			0	0	gemd	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gwb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Diamond	Perfect Diamond		1	0	0	35	11	1	0	1	486000		gwb	gpw	gwb		16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	gemd	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Skull	Chipped Skull		1	0	0	1	8	1	0	1	2000		skc	skc	skc		16	1	1	0	0	0	flpskl	invskc			0	xxx			0	0	gemz	gem0	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skf	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Skull	Flawed Skull		1	0	0	7	9	1	0	1	6000		skf	skf	skf		16	1	1	0	0	0	flpskl	invskf			0	xxx			0	0	gemz	gem1	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	sku	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Skull	Skull		1	0	0	14	10	1	0	1	18000		sku	sku	sku		16	1	1	0	0	0	flpskl	invsku			0	xxx			0	0	gemz	gem2	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skl	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Skull	Flawless Skull		1	0	0	21	11	1	0	1	54000		skl	skl	skl		16	1	1	0	0	0	flpskl	invskl			0	xxx			0	0	gemz	gem3	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skz	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Skull	Blemished Skull		1	0	0	28	12	1	0	1	162000		skz	skz	skz		16	1	1	0	0	0	flpskl	invskb			0	xxx			0	0	gemz	gem4	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	skb	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Skull	Perfect Skull		1	0	0	35	11	1	0	1	486000		skb	skz	skb		16	1	1	0	0	0	flpskl	invskz			0	xxx			0	0	gemz	gem5	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Chipped Obsidian	Chipped Obsidian		1	0	0	1	2	1	0	1	2000		gck	gcv	gck		16	1	1	0	0	0	flpgsb	invgska			0	xxx			0	0	gema	gem0	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gfk	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawed Obsidian	Flawed Obsidian		1	0	0	7	3	1	0	1	6000		gfk	gfv	gfk		16	1	1	0	0	0	flpgsb	invgskb			0	xxx			0	0	gema	gem1	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gsk	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Obsidian	Obsidian		1	0	0	14	4	1	0	1	18000		gsk	gsv	gsk		16	1	1	0	0	0	flpgsb	invgskc			0	xxx			0	0	gema	gem2	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gzk	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Flawless Obsidian	Flawless Obsidian		1	0	0	21	5	1	0	1	54000		gzk	gzv	gzk		16	1	1	0	0	0	flpgsb	invgskd			0	xxx			0	0	gema	gem3	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gpk	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Blemished Obsidian	Blemished Obsidian		1	0	0	28	6	1	0	1	162000		gpk	gpv	gpk		16	1	1	0	0	0	flpgsb	invgskf			0	xxx			0	0	gema	gem4	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	gbk	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Perfect Obsidian	Perfect Obsidian		1	0	0	35	6	1	0	1	486000		gbk	gpv	gbk		16	1	1	0	0	0	flpgsb	invgske			0	xxx			0	0	gema	gem5	item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255	1	1			255					255					255					255					255					255					255	1	1			255					255	1	1			255			0	0	0	xxx	xxx	1			0
Expansion	Expansion																																																																																																																																																																					0
herb	herb		0	100	3	0	3	0	0	1	75		hrb	hrb	hrb		16	1	1	0	0	0	flphrb	invhrb			0	xxx			1	0	herb		item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	9	innersight			1000	velocitypercent	25								0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Small Charm	Small Charm		0	100	14	0	4	1	0	1	1500	40000	cm1	rld	cm1		16	1	1	0	0	0	flpchm1	invch1	invch7		0	xxx			0	0	scha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Large Charm	Large Charm		0	100	7	0	4	1	0	1	1500	40000	cm2	rda	cm2		16	1	2	0	0	0	flpchm2	invch2	invch8		0	xxx			0	0	mcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Grand Charm	Grand Charm		0	100	1	0	4	1	0	1	1500	40000	cm3	rgd	cm3		16	1	3	0	0	0	flpchm3	invch3	invch9		0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx				0
Small Red Potion	Small Red Potion		1	100	0	0	1	0	0	1	100		rps	rps	elx		16	1	1	0	0	0	flprps	invrps			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Large Red Potion	Large Red Potion		1	100	0	0	1	0	0	1	100		rpl	rpl	elx		16	1	1	0	0	0	flprpl	invrpl			0	xxx			1	0	hpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Small Blue Potion	Small Blue Potion		1	100	0	0	1	0	0	1	100		bps	bps	elx		16	1	1	0	0	0	flpbps	invbps			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Large Blue Potion	Large Blue Potion		1	100	0	0	1	0	0	1	100		bpl	bpl	elx		16	1	1	0	0	0	flpbpl	invbpl			0	xxx			1	0	mpot		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
El Rune	El		1	100	11	11	1	1	0	1	560		r51	r51	r51		16	1	1	0	0	0	flprun	invrEl			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Eld Rune	Eld		1	100	11	11	1	1	0	1	560		r52	r52	r52		16	1	1	0	0	0	flprun	invrEld			0	xxx			0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
