Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2		sandraider	SandRaider		SR	1													2	4		5	5	1	18	48	80	sandraider	sandraider	10	15	14	13				45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	2																						100	40	13	-50	-45	-35													35	20	60	20	100	46	2				32	32	32	10	200	318	84	234	64	101	175	110	140	180	80	100	250	304	406	165	258	97	165	262	165	210	270	80	100	250	406	540	220	520	130	220	350	220	280	360	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													A2B Coup	Act 2 Champ B	Act 2 Unique B		A2B Coup (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Coup (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3		sandraider	SandRaider		SR	1													3	4		6	6	1	19	49	81	sandraider	sandraider	10	15	14	13				50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	3																						100	40	13	-50	-45	-35													35	20	110	70	20	46	2				34	34	34	10	204	318	84	234	67	92	176	110	140	180	80	100	250	304	406	165	258	97	165	262	165	210	270	80	100	250	406	540	220	520	130	220	350	220	280	360	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														A2B Coup	Act 2 Champ B	Act 2 Unique B		A2B Coup (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Coup (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4		sandraider	SandRaider		SR	1													3	5		6	6	1	25	55	84	sandraider	sandraider	10	15	14	13				55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	4																						100	40	13	-50	-45	-35													35	20	60	20	100	46	2				44	44	44	10	204	318	85	232	63	94	176	110	140	180	80	100	250	304	406	165	258	97	165	262	165	210	270	80	100	250	406	540	220	520	130	220	350	220	280	360	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													A3A Coup	Act 3 Champ A	Act 3 Unique A		A3A Coup (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Coup (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5		sandraider	SandRaider		SR	1													4	5		7	7	1	30	64	90	sandraider	sandraider	10	15	14	13				60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1		Fire Hit	seq_firehit	5																						100	40	13	-50	-45	-35													35	20	120	70	20	46	2				48	48	48	10	202	316	84	246	65	95	176	110	140	180	80	100	250	304	406	165	258	97	165	262	165	210	270	80	100	250	406	540	220	520	130	220	350	220	280	360	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														A4A Coup	Act 4 Champ A	Act 4 Unique A		A4A Coup (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Coup (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
claygolemmon	34	claygolemmon		0	MudGolem	livingice	copper	golem	Goatman		IE	1													1	4		8	8	1	24	55	91	claygolem	claygolem	11	15	13	11				75	75	80	10	10	9	80	80	80																									1	1									1			1	1																																	100	40	13	-50	-35	-20	25					10	50					20	100	20	20	20	20	50	2				21	21	21	10	150	150	40	400	3	8	44	6	11	44				450	450	60	380	4	12	66	9	16	66				526	526	80	600	6	16	88	12	22	88				A1	pois	25	24	48	300	35	48	96	400	45	96	144	400																													A2C Eyz	Act 2 Champ C	Act 2 Unique C		A2C Eyz (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A2C Eyz (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
bloodgolemmon	35	bloodgolemmon		0	FleshGolem	livingice	red	golem	Goatman		IE	1													1	4		9	9	1	33	64	100	bloodgolem	bloodgolem	11	15	13	11				75	75	80	10	10	8	80	80	85																									1	1									1			1	1																																	100	40	13	-50	-35	-20			10	25					20	50			60	20	52	110	20	20	2				31	31	31	10	300	300	110	600	7	22	66	15	32	66				600	600	165	580	10	33	99	22	48	99				750	750	220	900	14	44	132	30	64	132				A1	ltng	25	75	110		35	140	180		45	160	200																														A3C Eyz	Act 3 Champ C	Act 3 Unique C		A3C Eyz (N)	Act 3 (N) Champ C	Act 3 (N) Unique C		A3C Eyz (H)	Act 3 (H) Champ C	Act 3 (H) Unique C								0
irongolemmon	36	irongolemmon		0	BoneGolem	irongolem		golem	Goatman		!4	1													1	4		9	9	1	37	68	104	irongolem	irongolem	11	15	13	11				75	80	85	10	9	7	80	85	90																									1	1									1			1	1																																	100	40	13	-50	-35	-20		10			25			20			50		60	65	20	20	100	20	2				41	41	41	10	450	450	131	800	8	26	88	18	40	88				750	750	196	800	12	39	132	27	60	132				976	976	262	1200	16	52	176	36	80	176				A1	cold	25	25	50	100	35	60	85	150	45	90	120	200																													A4B Eyz	Act 4 Champ B	Act 4 Unique B		A4B Eyz (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Eyz (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
firegolemmon	37	firegolemmon		0	FireGolem	firegolem	epierce	golem	Goatman		G3	1													1	4		10	10	1	41	72	108	firegolem	firegolem	11	15	13	11				75	80	85	10	8	7	80	85	95																									1	1									1			1	1																																	100	40	13	-50	-35	-20			25	10					50	20			60	20	100	60	20	20	2				50	50	50	10	600	600	161	1000	23	60	132							900	900	241	1010	34	90	198							1200	1200	322	1500	46	120	264							A1	fire	25	50	100		35	150	200		45	200	225																														A5B Eyz	Act 5 Champ B	Act 5 Unique B		A5B Eyz (N)	Act 5 (N) Champ B	Act 5 (N) Unique B		A5B Eyz (H)	Act 5 (H) Champ B	Act 5 (H) Unique B								0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													1	2		5	5	1	8	40	78	wraith	wraith	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1								1	1			1	1																																	100	35	8	-50	-33	0	20					50	30					60	100	70	20	20	60	80	2				8	8	8	10	126	248	84	186	61	121	94							146	204	195	230	90	157	142							196	270	260	420	120	210	190							A1	mana	40	60	100		40	100	200		40	200	300																														A1B Sol	Act 1 Champ B	Act 1 Unique B		A1B Sol (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Sol (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2		wraith	Wraith	drains mana	WR	1													1	3		6	6	1	11	43	74	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																									1	1								1	1			1	1																																	100	35	8	-50	-33	0	30					50	40					60	100	70	20	20	60	80	2				11	11	11	10	132	260	84	184	58	115	91							146	204	195	230	90	157	142							196	270	260	420	120	210	190							A1	mana	45	57	100		45	100	200		45	200	300																														A1C Sol	Act 1 Champ C	Act 1 Unique C		A1C Sol (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		A1C Sol (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith3	40	wraith1	wraith4	2	Specter	wraith3		wraith	Wraith	drains mana	WR	1													2	3		6	6	1	18	48	80	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																									1	1								1	1			1	1																																	100	35	8	-50	-33	0	40					50	50					60	100	70	20	20	70	80	2				19	19	19	10	130	260	84	184	62	101	93							146	204	195	230	90	157	142							196	270	260	420	120	210	190							A1	mana	50	38	69		50	100	200		50	200	300																														A2B Sol	Act 2 Champ B	Act 2 Unique B		A2B Sol (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Sol (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4		wraith	Wraith	drains mana	WR	1													2	4		7	7	1	21	51	83	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																									1	1								1	1			1	1																																	100	35	8	-50	-33	0	50					50	60					60	100	95	20	20	80	80	2				20	20	20	10	130	258	85	186	62	108	93							146	204	195	230	90	157	142							196	270	260	420	120	210	190							A1	mana	60	46	84		60	100	200		60	200	300																														A2C Sol	Act 2 Champ C	Act 2 Unique C		A2C Sol (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A2C Sol (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5		wraith	Wraith	drains mana	WR	1													3	4		8	8	1	23	53	84	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1								1	1			1	1																																	100	35	8	-50	-33	0	60					50	75					60	100	95	20	20	80	80	2				22	22	22	10	128	258	85	186	65	108	94							146	204	195	230	90	157	142							196	270	260	420	120	210	190							A1	mana	70	50	107		70	100	200		70	200	300																														A3A Sol	Act 3 Champ A	Act 3 Unique A		A3A Sol (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Sol (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1	epierce	corruptrogue	CorruptRogue		CR	1													2	3		5	5	2	3	38	70	corruptrogue	corruptrogue	10	15	14	13				60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	55	20	-50	-40	-30													30	45	46	46	100	30	2				12	12	12	10	88	152	84	156	34	101	101							136	226	142	200	82	165	195							180	300	190	380	110	220	260																																																	A1A Hrt	Act 1 Champ A	Act 1 Unique A		A1A Hrt (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		A1A Hrt (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2	epierce	corruptrogue	CorruptRogue		CR	1													2	4		6	8	2	6	40	71	corruptrogue	corruptrogue	10	15	14	13				70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	55	20	-50	-40	-30													30	45	46	46	120	30	2				18	18	18	10	94	152	84	156	51	126	91							136	226	142	200	82	165	195							180	300	190	380	110	220	260																																																	A1B Hrt	Act 1 Champ B	Act 1 Unique B		A1B Hrt (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Hrt (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3	epierce	corruptrogue	CorruptRogue		CR	1													3	4		6	10	2	9	41	72	corruptrogue	corruptrogue	10	15	14	13				80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1		CountessFirewall	A1	10																						100	55	20	-50	-40	-30													30	45	46	46	110	30	2				25	25	25	10	102	168	84	158	51	117	95							136	226	142	200	82	165	195							180	300	190	380	110	220	260																																																	A1C Hrt	Act 1 Champ C	Act 1 Unique C		A1C Hrt (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		A1C Hrt (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4	epierce	corruptrogue	CorruptRogue		CR	1													3	5		7	12	2	18	50	81	corruptrogue	corruptrogue	10	15	14	13				90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	55	20	-50	-40	-30													30	45	46	46	115	30	2				33	33	33	10	100	168	84	158	43	115	95							136	226	142	200	82	165	195							180	300	190	380	110	220	260																																																	A2A Hrt	Act 2 Champ A	Act 2 Unique A		A2A Hrt (N)	Act 2 (N) Champ A	Act 2 (N) Unique A		A2A Hrt (H)	Act 2 (H) Champ A	Act 2 (H) Unique A								0
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5	epierce	corruptrogue	CorruptRogue		CR	1													4	5		8	12	1	24	55	87	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																										100	55	20	-50	-40	-30	20						20						45	45	46	46	120	30	2				40	40	40	10	98	162	85	156	47	121	92							136	226	142	200	82	165	195							180	300	190	380	110	220	260																																																	A3B Hrt	Act 3 Champ B	Act 3 Unique B		A3B Hrt (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		A3B Hrt (H)	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1		baboon	Baboon		!2	1													1	2		7	12	1	19	49	81	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																										100	55	20	-50	-40	-30													40	20	20	110	60	40	2				18	18	18	10	162	228	84	192	51	151	92	51	151	92				204	304	165	240	75	195	180	75	165	195				270	406	220	440	100	260	240	100	220	260																																														A2B Fng	Act 2 Champ B	Act 2 Unique B		A2B Fng (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Fng (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2		baboon	Baboon		!2	1													1	3		7	12	1	19	57	86	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																										100	55	20	-50	-40	-30													40	20	20	110	60	40	2				18	18	18	10	162	228	84	192	51	151	92	51	151	92				204	304	165	240	75	195	180	75	165	195				270	406	220	440	100	260	240	100	220	260																																														A2B Fng	Act 2 Champ B	Act 2 Unique B		A2B Fng (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Fng (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3		baboon	Baboon		!2	1													2	3		7	13	1	22	51	82	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																										100	55	20	-50	-40	-30													50	20	20	115	60	40	2				21	21	21	10	162	228	85	194	51	151	94	51	151	94				204	304	165	240	75	195	180	75	165	195				270	406	220	440	100	260	240	100	220	260																																														A3A Fng	Act 3 Champ A	Act 3 Unique A		A3A Fng (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Fng (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4		baboon	Baboon		!2	1													2	4		7	13	1	23	54	83	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																										100	55	20	-50	-40	-30													50	20	20	115	60	40	2				22	22	22	10	162	228	85	192	51	158	94	51	158	94				204	304	165	240	75	195	180	75	165	195				270	406	220	440	100	260	240	100	220	260																																														A3A Fng	Act 3 Champ A	Act 3 Unique A		A3A Fng (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Fng (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5		baboon	Baboon		!2	1													3	4		7	14	1	25	55	84	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																										100	55	20	-50	-40	-30													55	20	20	120	60	40	2				24	24	24	10	162	228	85	194	51	151	92	51	151	92				204	304	165	240	75	195	180	75	165	195				270	406	220	440	100	260	240	100	220	260																																														A3B Fng	Act 3 Champ B	Act 3 Unique B		A3B Fng (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		A3B Fng (H)	Act 3 (H) Champ B	Act 3 (H) Unique C								0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1		goatman	Goatman		GM	1													1	2		5	5	1	6	40	72	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																										100	50	16	-50	-40	-30													55	20	20	20	100	20	2				5	5	5	10	166	206	51	182	76	126	89							226	294	90	224	112	195	127							300	390	120	360	150	260	170																																																	A1B Sol	Act 1 Champ B	Act 1 Unique B		A1B Sol (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Sol (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2		goatman	Goatman		GM	1													1	3		6	6	1	8	41	73	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																										100	50	16	-50	-40	-30													55	20	20	120	20	20	2				7	7	7	10	172	212	51	182	81	141	93							226	294	90	224	105	187	127							300	390	120	360	140	250	170							A1	ltng					15	10	75		20	15	85																														A1B Sol	Act 1 Champ B	Act 1 Unique B		A1B Sol (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Sol (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3		goatman	Goatman		GM	1													2	3		7	7	1	10	41	79	goatman	goatman	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																										100	50	16	-50	-40	-30													55	20	100	20	20	20	2				8	8	8	10	168	204	51	182	81	161	94							226	294	90	224	97	180	127							300	390	120	360	130	240	170							A1	fire					20	30	50		25	40	70																														A1B Sol	Act 1 Champ C	Act 1 Unique C		A1B Sol (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		A1B Sol (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
goatman4	56	goatman1	goatman5	3	HellClan	goatman4		goatman	Goatman		GM	1													3	4		9	9	1	21	51	83	goatman	goatman	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																										100	50	16	-50	-40	-30			40						70				55	20	110	20	20	20	2				19	19	19	10	174	216	51	180	70	147	93							226	294	90	224	97	180	127							300	390	120	360	130	240	170							A1	fire					25	30	50		30	40	70																														A1B Sol	Act 2 Champ C	Act 2 Unique C		A1B Sol (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A1B Sol (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5		goatman	Goatman		GM	1													2	4		8	8	1	14	43	74	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	50	16	-50	-40	-30		30	20					50	50				55	70	80	20	100	20	2				11	11	11	10	180	220	51	182	72	158	91							226	294	90	224	112	195	127							300	390	120	360	150	260	170																																																	A1B Sol	Act 2 Champ A	Act 2 Unique A		A1B Sol (N)	Act 2 (N) Champ A	Act 2 (N) Unique A		A1B Sol (H)	Act 2 (H) Champ A	Act 2 (H) Unique A								0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	FallenShaman	fallenshaman1	epierce	fallen	FallenShaman	raises Fallen	FS	1							fallen1		1		2	6	1	1		4	4	2	3	38	71	fallenshaman	fallenshaman	12	15	14	13				45	50	55	60	65	70	100	90	80	24	24	26	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30			25						50				25	20	100	20	20	20	2				4	4	4	10	88	152	84	162	34	101	101							124	204	112	340	67	135	157							166	270	150	600	90	180	210																																																	A1A Flg	Act 1 Champ A	Act 1 Unique A		A1A Flg (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		A1A Flg (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
fallenshaman2	59	fallenshaman1	fallenshaman3	1	CarverShaman	fallenshaman2	epierce	fallen	FallenShaman	raises Carvers	FS	1							fallen2		1		2	6	1	1		4	4	2	7	40	72	fallenshaman	fallenshaman	12	15	14	13				55	60	65	70	75	75	100	90	80	24	24	26	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30			30						60				25	20	105	20	20	20	2				7	7	7	10	92	152	84	162	41	121	93							124	204	112	340	67	135	157							166	270	150	600	90	180	210																																																	A1B Flg	Act 1 Champ B	Act 1 Unique B		A1B Flg (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		A1B Flg (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
fallenshaman3	60	fallenshaman1	fallenshaman4	2	DevilkinShaman	fallenshaman3	epierce	fallen	FallenShaman	raises Devilkin	FS	1							fallen3		1		2	6	1	1		5	5	2	10	42	73	fallenshaman	fallenshaman	12	15	14	13				65	70	75	80	85	85	100	90	80	24	26	28	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30			35						70				25	20	110	20	20	20	2				10	10	10	10	100	168	84	162	43	115	95							124	204	112	340	67	135	157							166	270	150	600	90	180	210																																																	A1B Flg	Act 1 Champ B	Act 1 Unique B		A1B Flg (N)	Act 1 (N) Champ B	Act 1 (N) Unique C		A1B Flg (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
fallenshaman4	61	fallenshaman1	fallenshaman5	3	DarkShaman	fallenshaman4	epierce	fallen	FallenShaman	raises Dark Ones	FS	1							fallen4		1		2	6	1	1		5	5	2	12	44	75	fallenshaman	fallenshaman	12	15	14	13				70	80	85	85	90	90	100	90	80	24	26	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30			40						80				25	20	115	20	20	20	2				12	12	12	10	102	164	84	162	51	113	92							124	204	112	340	67	135	157							166	270	150	600	90	180	210																																																	A1C Flg	Act 1 Champ C	Act 1 Unique C		A1C Flg (N)	Act 1 (N) Champ C	Act 5 (N) Unique C		A1C Flg (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman5	62	fallenshaman1	fallenshaman6	4	WarpedShaman	fallenshaman5	epierce	fallen	FallenShaman	raises Warped Fallen	FS	1							fallen5		1		2	6	1	3		6	6	1	41	57	86	fallenshaman	fallenshaman	12	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30		20	70					50	100				35	70	120	20	20	20	2				39	39	39	10	98	162	84	250	53	121	93							124	204	112	340	67	135	157							166	270	150	600	90	180	210																																																	A4A Flg	Act 4 Champ A	Act 4 Unique A		A4A Flg (N)	Act 4 (N) Champ A	Act 4 (N) Unique A		A4A Flg (H)	Act 4 (H) Champ A	Act 4 (H) Unique A								0
quillrat1	63	quillrat1	quillrat2	0	QuillRat	quillrat1	epierce	quillrat	QuillRat		SI	1	1												1	2		3	3	2	2	38	70	quillrat	quillrat	10	15	14	13				10	15	20	35	45	50				2	2	2														spike1								1													1	1																																	100	55	20	-50	-40	-30													55	20	20	20	60	100	2				3	3	3	10	52	142	84	142	51	101	101	15	25	134				86	198	120	140	45	112	97	45	75	150				120	270	160	280	60	150	130	60	100	200				A2	pois					15	10	15	50	20	20	25	75																													A1A Qll	Act 1 Champ A	Act 1 Unique A		A1A Qll (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		A1A Qll (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillrat2	64	quillrat1	quillrat3	1	SpikeFiend	quillrat2	epierce	quillrat	QuillRat		SI	1	1												1	3		3	3	2	6	40	71	quillrat	quillrat	10	15	14	13				15	17	20	45	55	55				2	2	2														spike2								1													1	1																																	100	55	20	-50	-40	-30													55	20	20	20	60	100	2				6	6	6	10	56	148	84	142	26	126	91	15	25	128				86	198	120	140	45	112	97	45	75	150				120	270	160	280	60	150	130	60	100	200				A2	cold					5	25	40	100	15	35	60	150																													A1A Qll	Act 1 Champ A	Act 1 Unique A		A1A Qll (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		A1A Qll (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
