name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Trident	spea	2hsw	tri	tri	tri	0		4	1				1	9	15			15	4		100		38	24	60		9	0	683	11574		320	spr	tri	9tr	0tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255	1	1	1	1	10					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255			5	8	0	9tr	0tr	1	0
Brandistock	spea	2hsw	brn	brn	brn	0		4	1				1	7	17			15	5	-20	100		40	50	60		16	0	1162	19546		320	spr	brn	9br	0br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255	1	2	1	2	20					255					255					255					255					255			1	2	20					255					255					255					255					255					255			5	8	0	9br	0br	1	0
Spetum	spea	2hsw	spt	brn	spt	0		4	1				1	15	23			15	5		100		54	35	60		21	0	1672	27970		320	spr	spt	9st	0st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255	1	2	1	2	20					255					255					255					255					255			1	2	20					255					255					255					255					255					255			5	8	0	9st	0st	1	0
Pike	spea	2hsw	pik	pik	pik	0		4	1				1	14	63			15	5	20	100		60	45	60		30	0	2023	36526		320	spr	pik	9p9	0p0	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255					255			1	1	0	9p9	0p0	1	0
Bardiche	pole	2hsw	bar	hal	bar	0		4	1				1	1	27				4	10	100		40		65		5	0	302	6510		320	hal	bar	9b7	0b7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255	1	1	1	1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9b7	0b7	1	0
Voulge	pole	2hsw	vou	hal	vou	0		4	1				1	6	21				5		100		50		65		11	0	611	12361		320	hal	vou	9vo	0vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9vo	0vo	1	0
Scythe	pole	2hsw	scy	scy	scy	0		4	1				1	8	20				3	-10	100		41	41	80		15	0	848	16360		320	hal	scy	9s8	0s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9s8	0s8	1	0
Poleaxe	pole	2hsw	pax	hal	pax	0		4	1				1	18	39				4	10	100		62		80		21	0	1701	29361		320	hal	pax	9pa	0pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255					255					255					255			1	1	0	9pa	0pa	1	0
Halberd	pole	2hsw	hal	pax	hal	0		4	1				1	12	45				5		100		75	47	70		28	0	2706	52737		320	hal	hal	9h9	0h0	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255					255			1	8	0	9h9	0h0	1	0
War Scythe	pole	2hsw	wsc	scy	wsc	0		3	1				1	15	36				5	-10	100		80	80	70		32	0	3388	72346		320	hal	wsc	9wc	0wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255			2	3	20					255					255			1	1	0	9wc	0wc	1	0
Short Staff	staf	2hsw	sst	bst	sst	0		2	1				1	1	9				2	-10	100				60		1	0	168	3168	1	320	bst	sst	8ss	1ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255	3	4	3	4	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ss	1ss	1	0
Long Staff	staf	2hsw	lst	sst	lst	0		2	1				1	2	10				3		100				60		8	0	463	10102	1	320	bst	lst	8ls	1ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255	3	4	3	4	1					255					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ls	1ls	1	0
Gnarled Staff	staf	2hsw	cst	cst	cst	0		2	1				1	4	12				3	10	100				60		12	0	766	13846	1	320	bst	cst	8cs	1cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255	4	6	5	8	1					255					255			4	6	20					255					255					255					255					255					255					255					255			5	8	0	8cs	1cs	1	0
Battle Staff	staf	2hsw	bst	sst	bst	0		2	1				1	6	13				3	-10	100				60		17	0	1223	20896	1	320	bst	bst	8bs	1bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255	1	3	1	3	1					255					255			3	5	20					255					255					255					255			1	2	20					255					255					20			5	8	0	8bs	1bs	1	0
War Staff	staf	2hsw	wst	lst	wst	0		2	1				1	12	28				4		100				65		24	0	1985	36070	1	320	bst	wst	8ws	1ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255			1	2	20					255					255					255					255			1	2	20					255					255					20			5	8	0	8ws	1ws	1	0
Short Bow	bow		sbw	sbw	sbw	0		2	1				1	1	9			13		5		75		15		1	2	0	100	3100			sbw	sbw	8sb	1sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8sb	1sb	1	0
Hunter's Bow	bow		hbw	sbw	hbw	0		2	1				1	1	9			13		-10		75		28		1	5	0	350	6750			sbw	hbw	8hb	1hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255	1	2	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8hb	1hb	1	0
Long Bow	bow		lbw	lbw	lbw	0		2	1				1	3	10			13				75	22	19		1	8	0	490	10210			sbw	lbw	8lb	1lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255	1	1	1	1	10					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8lb	1lb	1	0
Composite Bow	bow		cbw	lbw	cbw	0		2	1				1	3	9			13		-10		75	25	35		1	12	0	727	13612			sbw	cbw	8cb	1cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255			5	8	0	8cb	1cb	1	0
Short Battle Bow	bow		sbb	sbb	sbb	0		2	1				1	5	11			13				75	30	40		1	18	0	1045	20155			sbw	sbb	8s8	1s8	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255										255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255			5	8	0	8s8	1s8	1	0
Long Battle Bow	bow		lbb	lbb	lbb	0		2	1				1	3	18			13		10		75	40	50		1	23	0	1545	29768			sbw	lbb	8l8	1l8	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255										255					255					255					255					255					255			1	2	20					255					255					255					255					255					255			5	8	0	8l8	1l8	1	0
Short War Bow	bow		swb	sbb	swb	0		2	1				1	6	14			13				75	35	55		1	27	0	2500	46750			sbw	swb	8sw	1sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255										255					255					255					255					255					255			1	2	20					255					255			2	3	20					255					255					255			5	8	0	8sw	1sw	1	0
Long War Bow	bow		lwb	lbb	lwb	0		2	1				1	3	23			13		10		75	50	65		1	29	0	3575	69413			sbw	lwb	8lw	1lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255										255					255					255					255					255					255					255					255					255			2	3	20			2	3	20					255					255			5	8	0	8lw	1lw	1	0
Light Crossbow	xbow		lxb	lxb	lxb	0		2	1				1	6	9					-20		75	21	27		1	6	0	803	10159			lxb	lxb	8lx	1lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255	1	1	1	1	10					255										255					255					255					255					255	1	2	1	2	255					255					255					255					255					255					255					255			5	8	0	8lx	1lx	1	0
Crossbow	xbow		mxb	lxb	mxb	0		2	1				1	9	16					-10		75	40	33		1	15	0	2345	27588			lxb	mxb	8mx	1mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255										255					255					255					255					255	1	2	1	2	20					255					255					255					255					255					255					255			5	8	0	8mx	1mx	1	0
Heavy Crossbow	xbow		hxb	hxb	hxb	0		2	1				1	14	26					0		75	60	40		1	24	0	4096	61402			lxb	hxb	8hx	1hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255					255					255					255			5	8	0	8hx	1hx	1	0
Repeating Crossbow	xbow		rxb	hxb	rxb	0		2	1				1	7	14					-40		75	40	50		1	28	0	2739	59694			lxb	rxb	8rx	1rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					255					255					255			5	8	0	8rx	1rx	1	0
Rancid Gas Potion	tpot		gps	gpl	gps	0			1	0	1															1	32	24	200	0			gpl	gps			1ht	1ht	5	hth	1	1	1	3	1000	6	flpgpl	invgpl					0		0	item_potion	14	item_potion	0	0	5	0	1	0			49	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	1
Oil Potion	tpot		ops	opl	ops	0			1	0	1															1	28	20	150	0			opl	ops			1ht	1ht	5	hth	1	1	1	3	1000	6	flpopl	invopl					0		0	item_potion	14	item_potion	0	0	5	0	1	0			46	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	1
Choking Gas Potion	tpot		gpm	gps	gpm	0			1	0	1															1	20	16	120	0			gps	gpm			1ht	1ht	5	hth	1	1	1	3	1000	6	flpgps	invgpm					0		0	item_potion	14	item_potion	0	0	5	0	1	0			48	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	1
Exploding Potion	tpot		opm	opl	opm	0			1	0	1															1	16	12	80	0			opl	opm			1ht	1ht	5	hth	1	1	1	3	1000	6	flpops	invopm					0		0	item_potion	14	item_potion	0	0	5	0	1	0			45	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	ops	0	1
Strangling Gas Potion	tpot		gpl	gps	gpl	0			1	0	1															1	8	6	40	0			gps	gpl			1ht	1ht	5	hth	1	1	1	3	1000	6	flpgps	invgps					0		0	item_potion	14	item_potion	0	0	5	0	1	0			47	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	1
Fulminating Potion	tpot		opl	ops	opl	0			1	0	1															1	4	0	24	0			ops	opl			1ht	1ht	5	hth	1	1	1	3	1000	6	flpops	invops					0		0	item_potion	14	item_potion	0	0	5	0	1	0			44	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	opm	0	1
decoy dagger	knif		d33	dgr	d33	0				1	9									-20	100		15	20	60		0	0	666	0			dgr	d33			1ht	1ht	5	1ht	1	2					flpd33	invd33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0
Gidbinn	knif		g33	dgr	g33	0				1	9									-20	100		15	25	60		0	0	666	0			dgr	g33			1ht	1ht	5	1ht	1	2					flpg33	invg33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0
Wirt's Leg	club		leg	clb	leg	0				1	9								1	-10	100				81		0	0	20	0			clb	leg			1hs	1hs	5	1hsl	1	3					flpleg	invleg			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	1	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Horadric Malus	hamm		hdm	whm	hdm	0				6	15									20	100		15	15	70		0	0	600	0			whm	hdm			1hs	1hs	5	1hsl	1	2					flphmr	invhmr					0		0	item_sword	12	item_sword	1	0	5	0	0	0	4	1	0	7	0	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	8	0	xxx	xxx	0	0
Hellforge Hammer	hamm		hfh	whm	hfh	0				6	15								1		100				70		0	0	600	0			whm	hfh			1hs	1hs	5	1hsl	2	3					flphmr	invhfh			1	5	0		0	item_sword	12	item_sword	1	0	5	0	0	0	25	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	8	1	xxx	xxx	0	0
Horadric Staff	staf	2hsw	hst	bst	hst	0							1	12	20				2		100		30		65		0	0	1223	0			bst	hst			stf	stf	5	staf	1	4					flphst	invhst					0	magically charged	0	item_staff	12	item_staff	1	0	5	0	0	0	10	1	0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	1	xxx	xxx	0	0
Staff of the Kings	staf	2hsw	msf	bst	msf	0							1	10	15				2		100		25		60		0	0	1223	0			bst	msf			stf	stf	5	staf	1	3					flpmsf	invmsf					0	magically charged	0	item_staff	12	item_staff	1	0	5	0	0	0	10	1	0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	1	xxx	xxx	0	0
Hatchet	axe		9ha	hax	9ha	0		3	1	12	23								2		100		25	25	60		30	21	810	26555		320	hax	hax	9ha	0ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Cleaver	axe		9ax	axe	9ax	0		4	1	12	35								2	5	100		68		60		33	22	1509	40403		320	axe	axe	9ax	0ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	inv9axu	invaxeu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Twin Axe	axe		92a	axe	92a	0		4	1	15	40								2	10	100		85		60		38	25	2919	72921		320	axe	2ax	92a	82a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Crowbill	axe		9mp	axe	9mp	0		4	1	18	38								2	-10	100		94	70	60		44	25	4563	115105		320	axe	mpi	9mp	0mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Naga	axe		9wa	hax	9wa	0		4	1	18	47								3		100		121		60		52	25	6669	178306		320	hax	wax	9wa	0wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Military Axe	axe	2hsw	9la	btx	9la	0		4	1				1	18	38				3	-15	110		73		60		33	22	1362	37904		320	lax	lax	9la	0la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Bearded Axe	axe	2hsw	9ba	btx	9ba	0		4	1				1	25	53				3		110		92		60		38	25	2718	67392		320	lax	bax	9ba	0ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Tabar	axe	2hsw	9bt	lax	9bt	0		4	1				1	28	81				3	10	110		101		60		42	25	4086	102556		320	btx	btx	9bt	0bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	inv9btu	inv9btu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Gothic Axe	axe	2hsw	9ga	lax	9ga	0		4	1				1	22	74				4	-10	110		115	79	65		50	25	6048	156854		320	btx	gax	9ga	0ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Ancient Axe	axe	2hsw	9gi	gix	9gi	0		4	1				1	47	89				4	10	110		125		65		54	25	7530	211015		320	gix	gix	9gi	0gi	stf	stf	5	2hsl	2	3					flpgix	inv9gi	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Burnt Wand	wand		9wn	wnd	9wn	0		1	1	10	20										100		25		60		30	21	915	28183	1	900	wnd	wnd	9wn	0wn	1hs	1hs	5	1hss	1	3					flpwnd	inv9wn	inv9wnu	inv9wnu	1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Petrified Wand	wand		9yw	ywn	9yw	0		1	1	10	26									10	100		25		60		38	25	2535	63915	1	900	ywn	ywn	9yw	0yw	1hs	1hs	5	1hss	1	3					flpywn	inv9yw			1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Tomb Wand	wand		9bw	bwn	9bw	0		1	1	12	24									-20	100		25		60		43	25	4188	107042	1	900	bwn	bwn	9bw	0bw	1hs	1hs	5	1hss	1	3					flpbwn	inv9bw	inv9bwu	inv9bwu	1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Grave Wand	wand		9gw	bwn	9gw	0		1	1	15	31									-10	100		25		60		51	25	6594	180053	1	900	bwn	gwn	9gw	0gw	1hs	1hs	5	1hss	1	3					flpgwn	inv9gw	inv9gwu	inv9gwu	1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Cudgel	club		9cl	clb	9cl	0		1	1	8	23								2	-10	100		25		60		28	21	396	19690		320	clb	clb	9cl	0cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Rune Scepter	scep		9sc	mac	9sc	0		2	1	15	26								2		100		58		65		31	21	1350	34925		320	mac	scp	9sc	5sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Holy Water Sprinkler	scep		9qs	mac	9qs	0		4	1	16	38								2	10	100		76		75		40	25	3627	88790		320	mac	gsc	9qs	0qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Divine Scepter	scep		9ws	whm	9ws	0		4	1	18	40								2	-10	100		103		85		46	25	7269	181053		320	whm	wsp	9ws	0ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Barbed Club	club		9sp	clb	9sp	0		3	1	15	27								2	-5	100		30		60		31	22	975	29850		320	clb	spc	9sp	0sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Flanged Mace	mace		9ma	mac	9ma	0		4	1	17	25								2		100		61		75		34	23	1689	44558		320	mac	mac	9ma	0ma	1hs	1hs	5	1hsl	1	3					flpmac	inv9ma			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Jagged Star	mace		9mt	mac	9mt	0		4	1	22	33								2	10	100		74		87		38	25	2832	71224		320	mac	mst	9mt	0mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
